year,community_area,sex,age
2021,NORTH LAWNDALE,M,20-29
2021,SOUTH LAWNDALE,M,40-49
2021,GREATER GRAND CROSSING,M,30-39
2021,NORTH LAWNDALE,M,20-29
2021,NORTH LAWNDALE,M,0-19
2021,NORTH LAWNDALE,F,0-19
2021,GRAND BOULEVARD,M,20-29
2021,CHICAGO LAWN,M,0-19
2021,CHICAGO LAWN,M,0-19
2021,NEAR SOUTH SIDE,F,20-29
2021,GREATER GRAND CROSSING,M,30-39
2021,HUMBOLDT PARK,M,20-29
2021,AUSTIN,M,30-39
2021,SOUTH CHICAGO,M,40-49
2021,WEST ENGLEWOOD,M,0-19
2021,CHATHAM,M,30-39
2021,WEST ENGLEWOOD,M,20-29
2021,SOUTH SHORE,F,20-29
2021,GARFIELD RIDGE,M,20-29
2021,WEST ENGLEWOOD,M,70-79
2021,WEST ENGLEWOOD,M,60-69
2021,WEST ENGLEWOOD,M,70-79
2021,NEW CITY,M,20-29
2021,AUBURN GRESHAM,M,20-29
2021,AUBURN GRESHAM,F,0-19
2021,AUBURN GRESHAM,M,20-29
2021,AUSTIN,M,20-29
2021,ROSELAND,M,30-39
2021,GREATER GRAND CROSSING,F,30-39
2021,SOUTH DEERING,M,30-39
2021,AUBURN GRESHAM,M,20-29
2021,AUBURN GRESHAM,UNKNOWN,UNKNOWN
2021,NORTH LAWNDALE,M,40-49
2021,BRIGHTON PARK,M,70-79
2021,BRIGHTON PARK,M,80+
2021,ROGERS PARK,M,20-29
2021,WEST TOWN,M,0-19
2021,EAST GARFIELD PARK,M,20-29
2021,EAST GARFIELD PARK,M,20-29
2021,GREATER GRAND CROSSING,M,20-29
2021,NEAR NORTH SIDE,M,0-19
2021,NEAR NORTH SIDE,M,30-39
2021,NEAR NORTH SIDE,M,20-29
2021,NEAR NORTH SIDE,M,0-19
2021,WEST ENGLEWOOD,M,0-19
2021,CHATHAM,M,40-49
2021,CHICAGO LAWN,M,20-29
2021,ASHBURN,M,40-49
2021,AUBURN GRESHAM,M,40-49
2021,WEST ENGLEWOOD,M,40-49
2021,WEST ENGLEWOOD,F,0-19
2021,EAST GARFIELD PARK,M,50-59
2021,HUMBOLDT PARK,M,30-39
2021,WEST ENGLEWOOD,M,50-59
2021,GREATER GRAND CROSSING,M,20-29
2021,LINCOLN SQUARE,M,20-29
2021,RIVERDALE,M,30-39
2021,ENGLEWOOD,M,0-19
2021,ENGLEWOOD,M,0-19
2021,CHATHAM,M,20-29
2021,GARFIELD RIDGE,M,0-19
2021,WEST ELSDON,M,20-29
2021,AUSTIN,M,20-29
2021,EAST GARFIELD PARK,M,30-39
2021,NEAR NORTH SIDE,M,20-29
2021,NORTH CENTER,M,0-19
2021,WEST PULLMAN,M,0-19
2021,ENGLEWOOD,M,50-59
2021,WEST PULLMAN,F,20-29
2021,NEW CITY,M,20-29
2021,GARFIELD RIDGE,UNKNOWN,UNKNOWN
2021,NORTH LAWNDALE,F,20-29
2021,ROSELAND,M,20-29
2021,AUBURN GRESHAM,M,20-29
2021,AUBURN GRESHAM,M,20-29
2021,AUBURN GRESHAM,M,30-39
2021,CHICAGO LAWN,M,30-39
2021,NORTH LAWNDALE,M,0-19
2021,ASHBURN,M,20-29
2021,FULLER PARK,M,20-29
2021,NORWOOD PARK,M,40-49
2021,GAGE PARK,M,20-29
2021,NEAR NORTH SIDE,M,30-39
2021,AUSTIN,M,20-29
2021,SOUTH SHORE,M,0-19
2021,CHICAGO LAWN,M,20-29
2021,NORTH LAWNDALE,M,30-39
2021,NORTH LAWNDALE,M,40-49
2021,ROSELAND,M,20-29
2021,ROSELAND,M,20-29
2021,WEST ENGLEWOOD,M,20-29
2021,ROSELAND,F,30-39
2021,WEST GARFIELD PARK,M,0-19
2021,NEAR NORTH SIDE,M,20-29
2021,NEAR NORTH SIDE,F,20-29
2021,NEAR NORTH SIDE,M,20-29
2021,LOWER WEST SIDE,M,30-39
2021,CHATHAM,M,40-49
2021,AUSTIN,M,50-59
2021,WEST GARFIELD PARK,M,30-39
2021,CHATHAM,M,50-59
2021,ROSELAND,M,0-19
2021,WEST GARFIELD PARK,M,20-29
2021,NEAR NORTH SIDE,F,20-29
2021,NEAR NORTH SIDE,M,0-19
2021,NEAR NORTH SIDE,M,30-39
2021,SOUTH SHORE,M,40-49
2021,CHATHAM,M,60-69
2021,WEST GARFIELD PARK,M,30-39
2021,LAKE VIEW,M,0-19
2021,IRVING PARK,M,20-29
2021,WEST GARFIELD PARK,M,20-29
2021,WEST TOWN,M,30-39
2021,WEST TOWN,M,20-29
2021,DOUGLAS,M,30-39
2021,SOUTH SHORE,M,40-49
2021,NORTH LAWNDALE,M,30-39
2021,WOODLAWN,M,20-29
2021,HUMBOLDT PARK,M,30-39
2021,AUSTIN,M,0-19
2021,AUSTIN,M,0-19
2021,CHATHAM,F,20-29
2021,CHATHAM,M,20-29
2021,ENGLEWOOD,M,20-29
2021,AUSTIN,UNKNOWN,20-29
2021,AUSTIN,M,30-39
2021,WEST GARFIELD PARK,M,30-39
2021,WOODLAWN,M,50-59
2021,NEW CITY,F,0-19
2021,BELMONT CRAGIN,M,40-49
2021,NEAR NORTH SIDE,M,20-29
2021,CHICAGO LAWN,F,20-29
2021,ROSELAND,M,30-39
2021,RIVERDALE,M,20-29
2021,RIVERDALE,F,20-29
2021,SOUTH SHORE,M,20-29
2021,WEST TOWN,M,20-29
2021,SOUTH SHORE,M,20-29
2021,SOUTH SHORE,M,20-29
2021,NORTH LAWNDALE,M,20-29
2021,WEST PULLMAN,M,20-29
2021,EAST GARFIELD PARK,M,50-59
2021,NEAR WEST SIDE,F,30-39
2021,AUSTIN,F,20-29
2021,AUBURN GRESHAM,M,50-59
2021,GAGE PARK,M,20-29
2021,WEST GARFIELD PARK,F,30-39
2021,MORGAN PARK,M,0-19
2021,MORGAN PARK,M,0-19
2021,MORGAN PARK,F,0-19
2021,WEST TOWN,M,40-49
2021,WEST TOWN,M,20-29
2021,WEST TOWN,F,30-39
2021,WEST TOWN,M,20-29
2021,WEST TOWN,M,20-29
2021,NORTH LAWNDALE,M,30-39
2021,GRAND BOULEVARD,M,30-39
2021,LOWER WEST SIDE,M,20-29
2021,LOWER WEST SIDE,M,20-29
2021,PORTAGE PARK,M,20-29
2021,ENGLEWOOD,M,20-29
2021,WEST PULLMAN,F,0-19
2021,CHICAGO LAWN,M,40-49
2021,LINCOLN PARK,F,30-39
2021,RIVERDALE,M,20-29
2021,AUSTIN,M,30-39
2021,NORTH LAWNDALE,M,20-29
2021,BRIGHTON PARK,M,30-39
2021,WEST ENGLEWOOD,M,30-39
2021,WEST GARFIELD PARK,M,20-29
2021,WOODLAWN,F,30-39
2021,WOODLAWN,M,20-29
2021,WOODLAWN,M,30-39
2021,WOODLAWN,F,20-29
2021,GAGE PARK,M,30-39
2021,SOUTH SHORE,M,0-19
2021,NEAR WEST SIDE,M,50-59
2021,WEST ENGLEWOOD,M,20-29
2021,SOUTH CHICAGO,F,0-19
2021,AUBURN GRESHAM,M,30-39
2021,WEST PULLMAN,M,20-29
2021,BELMONT CRAGIN,F,70-79
2021,CALUMET HEIGHTS,M,20-29
2021,WEST TOWN,M,20-29
2021,HUMBOLDT PARK,M,20-29
2021,HUMBOLDT PARK,M,30-39
2021,HUMBOLDT PARK,M,30-39
2021,HUMBOLDT PARK,M,0-19
2021,AUBURN GRESHAM,M,30-39
2021,BRIGHTON PARK,M,0-19
2021,ARMOUR SQUARE,M,30-39
2021,SOUTH LAWNDALE,M,40-49
2021,SOUTH LAWNDALE,M,0-19
2021,WEST GARFIELD PARK,M,0-19
2021,AUSTIN,F,20-29
2021,GREATER GRAND CROSSING,M,30-39
2021,GREATER GRAND CROSSING,M,30-39
2021,AUSTIN,M,20-29
2021,NORTH LAWNDALE,M,0-19
2021,EAST GARFIELD PARK,M,20-29
2021,AUSTIN,M,20-29
2021,AUSTIN,F,50-59
2021,HUMBOLDT PARK,M,20-29
2021,WEST ENGLEWOOD,M,0-19
2021,LOOP,M,30-39
2021,SOUTH SHORE,F,30-39
2021,LOGAN SQUARE,M,30-39
2021,EAST GARFIELD PARK,M,30-39
2021,EAST GARFIELD PARK,F,30-39
2021,EAST GARFIELD PARK,M,20-29
2021,EAST GARFIELD PARK,F,20-29
2021,EAST GARFIELD PARK,M,30-39
2021,EAST GARFIELD PARK,F,30-39
2021,EAST GARFIELD PARK,F,30-39
2021,SOUTH LAWNDALE,UNKNOWN,UNKNOWN
2021,NORTH LAWNDALE,M,20-29
2021,LOOP,M,30-39
2021,NEAR WEST SIDE,M,30-39
2021,NEAR WEST SIDE,M,UNKNOWN
2021,NEAR WEST SIDE,M,30-39
2021,ROSELAND,M,50-59
2021,IRVING PARK,M,30-39
2021,WEST GARFIELD PARK,UNKNOWN,UNKNOWN
2021,SOUTH LAWNDALE,M,30-39
2021,WEST ELSDON,F,0-19
2021,NORTH LAWNDALE,M,20-29
2021,ENGLEWOOD,M,0-19
2021,ENGLEWOOD,F,30-39
2021,SOUTH DEERING,M,30-39
2021,CHATHAM,M,0-19
2021,BEVERLY,M,20-29
2021,BEVERLY,M,20-29
2021,HUMBOLDT PARK,M,30-39
2021,HUMBOLDT PARK,M,30-39
2021,WEST GARFIELD PARK,M,20-29
2021,SOUTH CHICAGO,M,30-39
2021,NEW CITY,M,0-19
2021,WEST GARFIELD PARK,M,20-29
2021,EAST GARFIELD PARK,M,20-29
2021,NEW CITY,M,30-39
2021,SOUTH SHORE,F,30-39
2021,SOUTH SHORE,M,0-19
2021,SOUTH SHORE,M,0-19
2021,SOUTH LAWNDALE,M,20-29
2021,NEW CITY,M,0-19
2021,SOUTH SHORE,M,20-29
2021,IRVING PARK,M,30-39
2021,CHATHAM,M,40-49
2021,ENGLEWOOD,M,20-29
2021,CHICAGO LAWN,M,0-19
2021,GREATER GRAND CROSSING,M,30-39
2021,GREATER GRAND CROSSING,M,30-39
2021,WEST ENGLEWOOD,M,40-49
2021,NEAR WEST SIDE,M,30-39
2021,SOUTH DEERING,M,20-29
2021,NORTH LAWNDALE,M,20-29
2021,NORTH LAWNDALE,M,20-29
2021,AUSTIN,M,20-29
2021,NORTH LAWNDALE,M,20-29
2021,CHATHAM,M,0-19
2021,NEAR SOUTH SIDE,M,0-19
2021,AUSTIN,M,20-29
2021,GREATER GRAND CROSSING,M,30-39
2021,MONTCLARE,F,20-29
2021,AUSTIN,M,60-69
2021,AUSTIN,M,20-29
2021,WEST PULLMAN,F,50-59
2021,ENGLEWOOD,M,20-29
2021,HYDE PARK,M,30-39
2021,NORTH LAWNDALE,M,40-49
2021,CHICAGO LAWN,M,30-39
2021,AUBURN GRESHAM,M,30-39
2021,AUBURN GRESHAM,M,0-19
2021,BELMONT CRAGIN,M,20-29
2021,ROSELAND,M,50-59
2021,ROSELAND,M,40-49
2021,AUSTIN,M,40-49
2021,MORGAN PARK,M,20-29
2021,AUSTIN,M,20-29
2021,HYDE PARK,M,0-19
2021,HYDE PARK,M,0-19
2021,CHATHAM,M,40-49
2021,WEST PULLMAN,F,30-39
2021,CHATHAM,M,0-19
2021,HUMBOLDT PARK,M,20-29
2021,SOUTH SHORE,M,30-39
2021,WEST TOWN,F,20-29
2021,EAST GARFIELD PARK,F,50-59
2021,EAST GARFIELD PARK,M,50-59
2021,NORTH LAWNDALE,M,20-29
2021,ENGLEWOOD,M,40-49
2021,WEST TOWN,M,30-39
2021,WEST PULLMAN,M,20-29
2021,WEST GARFIELD PARK,M,20-29
2021,NORTH LAWNDALE,F,0-19
2021,ROSELAND,M,20-29
2021,WOODLAWN,M,30-39
2021,ASHBURN,M,0-19
2021,ASHBURN,M,20-29
2021,AUSTIN,M,30-39
2021,NORTH LAWNDALE,F,20-29
2021,CHICAGO LAWN,F,20-29
2021,AUBURN GRESHAM,M,30-39
2021,AUBURN GRESHAM,F,20-29
2021,AUBURN GRESHAM,F,UNKNOWN
2021,AUBURN GRESHAM,F,20-29
2021,WASHINGTON PARK,M,0-19
2021,AUSTIN,M,30-39
2021,NEAR WEST SIDE,M,20-29
2021,AUSTIN,M,20-29
2021,WEST GARFIELD PARK,M,20-29
2021,WEST GARFIELD PARK,M,30-39
2021,WEST PULLMAN,M,20-29
2021,WEST PULLMAN,M,30-39
2021,NORTH LAWNDALE,M,30-39
2021,WEST GARFIELD PARK,M,20-29
2021,WEST GARFIELD PARK,M,20-29
2021,EAST GARFIELD PARK,M,30-39
2021,SOUTH LAWNDALE,M,0-19
2021,NEAR NORTH SIDE,M,30-39
2021,CALUMET HEIGHTS,M,30-39
2021,ENGLEWOOD,M,20-29
2021,AUSTIN,F,40-49
2021,AUSTIN,M,20-29
2021,AUSTIN,F,40-49
2021,PORTAGE PARK,M,20-29
2021,AUSTIN,M,0-19
2021,AUSTIN,M,40-49
2021,LOWER WEST SIDE,M,40-49
2021,WASHINGTON PARK,M,30-39
2021,WASHINGTON PARK,M,20-29
2021,WASHINGTON PARK,F,30-39
2021,ENGLEWOOD,M,30-39
2021,NORTH LAWNDALE,M,30-39
2021,WEST ENGLEWOOD,F,0-19
2021,WEST ENGLEWOOD,F,20-29
2021,SOUTH CHICAGO,M,20-29
2021,CHICAGO LAWN,M,20-29
2021,ENGLEWOOD,M,30-39
2021,RIVERDALE,M,20-29
2021,EAST GARFIELD PARK,M,20-29
2021,AUSTIN,M,30-39
2021,EAST GARFIELD PARK,F,30-39
2021,UPTOWN,M,20-29
2021,CHATHAM,M,20-29
2021,CALUMET HEIGHTS,M,0-19
2021,NEAR NORTH SIDE,M,20-29
2021,LOOP,M,20-29
2021,AUSTIN,M,20-29
2021,EAST GARFIELD PARK,M,20-29
2021,LOWER WEST SIDE,M,0-19
2021,SOUTH LAWNDALE,F,20-29
2021,SOUTH CHICAGO,M,30-39
2021,WEST PULLMAN,M,30-39
2021,BELMONT CRAGIN,M,20-29
2021,BELMONT CRAGIN,M,20-29
2021,NORTH LAWNDALE,M,30-39
2021,NORTH LAWNDALE,M,20-29
2021,WEST ENGLEWOOD,M,30-39
2021,NEAR NORTH SIDE,M,40-49
2021,WEST RIDGE,M,30-39
2021,WEST GARFIELD PARK,M,20-29
2021,WEST PULLMAN,M,20-29
2021,WEST PULLMAN,M,50-59
2021,BRIGHTON PARK,M,30-39
2021,NORTH LAWNDALE,M,20-29
2021,GREATER GRAND CROSSING,M,50-59
2021,AUBURN GRESHAM,M,20-29
2021,PORTAGE PARK,M,30-39
2021,LOGAN SQUARE,M,20-29
2021,NEAR NORTH SIDE,M,20-29
2021,NEAR NORTH SIDE,M,20-29
2021,NEAR NORTH SIDE,M,20-29
2021,ARCHER HEIGHTS,M,30-39
2021,LOWER WEST SIDE,M,20-29
2021,IRVING PARK,M,0-19
2021,LINCOLN PARK,M,20-29
2021,LOWER WEST SIDE,M,20-29
2021,NEAR WEST SIDE,M,20-29
2021,BELMONT CRAGIN,M,40-49
2021,NEAR WEST SIDE,M,0-19
2021,ENGLEWOOD,M,20-29
2021,HYDE PARK,M,30-39
2021,AUSTIN,M,30-39
2021,GREATER GRAND CROSSING,M,30-39
2021,GREATER GRAND CROSSING,M,30-39
2021,WEST ENGLEWOOD,M,40-49
2021,WEST PULLMAN,M,0-19
2021,AUSTIN,M,20-29
2021,RIVERDALE,M,20-29
2021,WEST PULLMAN,F,0-19
2021,WEST PULLMAN,M,0-19
2021,CHICAGO LAWN,M,30-39
2021,LOOP,M,20-29
2021,NEW CITY,F,30-39
2021,WEST ENGLEWOOD,M,40-49
2021,ARCHER HEIGHTS,M,0-19
2021,WEST ENGLEWOOD,M,50-59
2021,BRIGHTON PARK,M,0-19
2021,NORTH LAWNDALE,M,20-29
2021,LOOP,M,0-19
2021,WOODLAWN,M,20-29
2021,ENGLEWOOD,M,60-69
2021,ENGLEWOOD,F,30-39
2021,ENGLEWOOD,F,60-69
2021,HUMBOLDT PARK,M,40-49
2021,HUMBOLDT PARK,M,30-39
2021,GREATER GRAND CROSSING,M,20-29
2021,AUSTIN,M,40-49
2021,AUSTIN,F,50-59
2021,AUSTIN,M,50-59
2021,HUMBOLDT PARK,M,20-29
2021,IRVING PARK,M,20-29
2021,IRVING PARK,M,20-29
2021,NORTH LAWNDALE,M,40-49
2021,AUSTIN,M,20-29
2021,ENGLEWOOD,M,0-19
2021,GREATER GRAND CROSSING,M,0-19
2021,SOUTH LAWNDALE,M,30-39
2021,EAST GARFIELD PARK,M,0-19
2021,SOUTH CHICAGO,M,0-19
2021,ENGLEWOOD,M,40-49
2021,NEW CITY,M,20-29
2021,NEAR SOUTH SIDE,M,30-39
2021,ROSELAND,M,20-29
2021,NEAR SOUTH SIDE,M,30-39
2021,WASHINGTON HEIGHTS,M,20-29
2021,WEST PULLMAN,M,30-39
2021,NORTH LAWNDALE,M,20-29
2021,MCKINLEY PARK,M,40-49
2021,MCKINLEY PARK,M,20-29
2021,GREATER GRAND CROSSING,F,50-59
2021,CHATHAM,M,20-29
2021,GREATER GRAND CROSSING,M,20-29
2021,GRAND BOULEVARD,F,20-29
2021,SOUTH CHICAGO,M,20-29
2021,SOUTH LAWNDALE,M,20-29
2021,AUSTIN,M,0-19
2021,MORGAN PARK,M,20-29
2021,WEST LAWN,M,0-19
2021,WEST LAWN,M,0-19
2021,NEW CITY,M,50-59
2021,CHATHAM,M,20-29
2021,WEST ENGLEWOOD,M,30-39
2021,HUMBOLDT PARK,M,0-19
2021,AVALON PARK,F,20-29
2021,WEST ELSDON,M,0-19
2021,GREATER GRAND CROSSING,M,20-29
2021,CHATHAM,M,20-29
2021,EAST GARFIELD PARK,M,30-39
2021,EAST GARFIELD PARK,F,50-59
2021,EAST GARFIELD PARK,M,20-29
2021,EAST GARFIELD PARK,M,50-59
2021,EAST GARFIELD PARK,M,40-49
2021,EAST GARFIELD PARK,M,20-29
2021,EAST GARFIELD PARK,M,20-29
2021,LOOP,M,20-29
2021,EAST GARFIELD PARK,M,30-39
2021,NORTH LAWNDALE,M,20-29
2021,WEST PULLMAN,M,30-39
2021,WEST PULLMAN,F,40-49
2021,WEST PULLMAN,M,30-39
2021,WEST PULLMAN,M,20-29
2021,WEST PULLMAN,F,0-19
2021,WEST PULLMAN,M,30-39
2021,AUSTIN,F,30-39
2021,BURNSIDE,M,50-59
2021,GRAND BOULEVARD,M,0-19
2021,GRAND BOULEVARD,F,30-39
2021,SOUTH CHICAGO,M,20-29
2021,SOUTH CHICAGO,M,20-29
2021,GREATER GRAND CROSSING,M,20-29
2021,GREATER GRAND CROSSING,M,20-29
2021,GREATER GRAND CROSSING,M,20-29
2021,GREATER GRAND CROSSING,M,20-29
2021,HUMBOLDT PARK,M,30-39
2021,HUMBOLDT PARK,M,50-59
2021,HUMBOLDT PARK,F,20-29
2021,ROSELAND,M,0-19
2021,LOOP,M,30-39
2021,LOOP,M,30-39
2021,SOUTH CHICAGO,M,0-19
2021,EAST GARFIELD PARK,M,20-29
2021,GAGE PARK,M,20-29
2021,CHATHAM,M,0-19
2021,CHATHAM,F,30-39
2021,SOUTH LAWNDALE,M,0-19
2021,AUBURN GRESHAM,M,0-19
2021,SOUTH DEERING,F,50-59
2021,AUSTIN,M,0-19
2021,AUSTIN,M,0-19
2021,GRAND BOULEVARD,M,40-49
2021,GRAND BOULEVARD,M,30-39
2021,GRAND BOULEVARD,F,20-29
2021,AUSTIN,M,40-49
2021,SOUTH CHICAGO,M,30-39
2021,FULLER PARK,M,20-29
2021,GREATER GRAND CROSSING,M,60-69
2021,GREATER GRAND CROSSING,M,30-39
2021,AUSTIN,M,30-39
2021,GRAND BOULEVARD,M,30-39
2021,AUSTIN,M,20-29
2021,AUSTIN,M,20-29
2021,LOWER WEST SIDE,M,60-69
2021,LOWER WEST SIDE,M,50-59
2021,AUBURN GRESHAM,M,30-39
2021,LOWER WEST SIDE,M,0-19
2021,ARMOUR SQUARE,M,20-29
2021,GRAND BOULEVARD,M,40-49
2021,NEW CITY,M,20-29
2021,WASHINGTON PARK,M,30-39
2021,ROSELAND,F,0-19
2021,CHATHAM,M,20-29
2021,WEST GARFIELD PARK,M,30-39
2021,NEAR NORTH SIDE,M,30-39
2021,SOUTH LAWNDALE,M,20-29
2021,AUBURN GRESHAM,M,0-19
2021,SOUTH LAWNDALE,M,30-39
2021,WEST GARFIELD PARK,M,40-49
2021,AUSTIN,M,0-19
2021,NORTH LAWNDALE,F,30-39
2021,NORTH LAWNDALE,M,20-29
2021,AUSTIN,M,20-29
2021,GREATER GRAND CROSSING,M,20-29
2021,CHATHAM,F,20-29
2021,AUSTIN,M,20-29
2021,WASHINGTON HEIGHTS,M,40-49
2021,ROSELAND,F,30-39
2021,GREATER GRAND CROSSING,M,30-39
2021,AUBURN GRESHAM,M,20-29
2021,ROSELAND,F,60-69
2021,WEST TOWN,M,40-49
2021,WEST TOWN,M,30-39
2021,WASHINGTON HEIGHTS,M,20-29
2021,WEST GARFIELD PARK,M,50-59
2021,GRAND BOULEVARD,M,40-49
2021,ROSELAND,M,50-59
2021,ROSELAND,M,20-29
2021,BELMONT CRAGIN,M,20-29
2021,HUMBOLDT PARK,M,20-29
2021,ENGLEWOOD,M,50-59
2021,SOUTH SHORE,M,30-39
2021,NORTH LAWNDALE,M,50-59
2021,SOUTH SHORE,M,20-29
2021,HUMBOLDT PARK,M,20-29
2021,HUMBOLDT PARK,M,60-69
2021,BRIGHTON PARK,M,20-29
2021,WEST LAWN,M,20-29
2021,WEST LAWN,M,20-29
2021,WEST LAWN,M,UNKNOWN
2021,GREATER GRAND CROSSING,M,40-49
2021,SOUTH SHORE,M,20-29
2021,HUMBOLDT PARK,F,20-29
2021,NEAR WEST SIDE,F,20-29
2021,SOUTH LAWNDALE,M,0-19
2021,CHICAGO LAWN,M,20-29
2021,EAST SIDE,M,20-29
2021,WASHINGTON PARK,M,0-19
2021,WASHINGTON PARK,M,0-19
2021,AVONDALE,M,20-29
2021,NEW CITY,M,20-29
2021,NEW CITY,M,0-19
2021,NORTH LAWNDALE,M,40-49
2021,LOOP,M,20-29
2021,CHATHAM,M,20-29
2021,WEST ENGLEWOOD,F,20-29
2021,ENGLEWOOD,M,0-19
2021,MORGAN PARK,M,0-19
2021,MORGAN PARK,M,20-29
2021,LOOP,M,30-39
2021,NORTH LAWNDALE,M,30-39
2021,CHATHAM,F,40-49
2021,CHATHAM,M,50-59
2021,SOUTH CHICAGO,M,0-19
2021,EAST GARFIELD PARK,F,0-19
2021,EAST GARFIELD PARK,M,0-19
2021,EAST GARFIELD PARK,M,20-29
2021,WEST GARFIELD PARK,M,20-29
2021,NEAR WEST SIDE,M,0-19
2021,WEST GARFIELD PARK,M,30-39
2021,EAST SIDE,M,20-29
2021,NORTH LAWNDALE,M,30-39
2021,NORTH LAWNDALE,F,30-39
2021,NORTH LAWNDALE,F,20-29
2021,NORTH LAWNDALE,M,20-29
2021,NORTH LAWNDALE,F,30-39
2021,EDGEWATER,M,50-59
2021,SOUTH LAWNDALE,M,20-29
2021,SOUTH LAWNDALE,M,30-39
2021,WOODLAWN,M,0-19
2021,WASHINGTON PARK,M,30-39
2021,WEST GARFIELD PARK,M,20-29
2021,AUBURN GRESHAM,M,20-29
2021,NORTH LAWNDALE,M,40-49
2021,AUSTIN,M,20-29
2021,NEAR NORTH SIDE,M,40-49
2021,NEAR NORTH SIDE,M,UNKNOWN
2021,NEAR NORTH SIDE,M,40-49
2021,AUBURN GRESHAM,M,40-49
2021,AUBURN GRESHAM,F,30-39
2021,ENGLEWOOD,M,30-39
2021,NORTH PARK,M,30-39
2021,WEST ENGLEWOOD,M,20-29
2021,NEAR NORTH SIDE,M,20-29
2021,SOUTH SHORE,M,20-29
2021,NEW CITY,M,20-29
2021,SOUTH SHORE,M,40-49
2021,AUSTIN,M,0-19
2021,CHICAGO LAWN,M,60-69
2021,NEW CITY,M,30-39
2021,NEW CITY,F,30-39
2021,EAST GARFIELD PARK,M,40-49
2021,AUSTIN,M,30-39
2021,GAGE PARK,M,20-29
2021,RIVERDALE,M,40-49
2021,NEAR NORTH SIDE,M,30-39
2021,NEAR NORTH SIDE,M,30-39
2021,WEST GARFIELD PARK,F,50-59
2021,WEST GARFIELD PARK,M,50-59
2021,WEST GARFIELD PARK,M,40-49
2021,WEST GARFIELD PARK,M,30-39
2021,AUSTIN,M,30-39
2021,WEST GARFIELD PARK,F,30-39
2021,ROSELAND,M,30-39
2021,ROSELAND,M,30-39
2021,WEST GARFIELD PARK,M,30-39
2021,WEST GARFIELD PARK,M,20-29
2021,WEST GARFIELD PARK,M,20-29
2021,NEAR NORTH SIDE,F,20-29
2021,WEST GARFIELD PARK,M,40-49
2021,HUMBOLDT PARK,M,30-39
2021,NORTH LAWNDALE,M,40-49
2021,NORTH PARK,M,40-49
2021,SOUTH LAWNDALE,M,20-29
2021,SOUTH CHICAGO,M,20-29
2021,ENGLEWOOD,F,0-19
2021,ENGLEWOOD,M,40-49
2021,CHICAGO LAWN,F,20-29
2021,CHICAGO LAWN,M,20-29
2021,WEST GARFIELD PARK,M,40-49
2021,NEAR SOUTH SIDE,F,20-29
2021,WEST GARFIELD PARK,M,30-39
2021,WEST GARFIELD PARK,M,30-39
2021,CHATHAM,M,0-19
2021,PULLMAN,M,20-29
2021,ROSELAND,M,50-59
2021,ROSELAND,M,30-39
2021,ROSELAND,M,30-39
2021,MORGAN PARK,M,40-49
2021,NORTH LAWNDALE,M,40-49
2021,ROSELAND,M,50-59
2021,ROSELAND,M,40-49
2021,GREATER GRAND CROSSING,M,20-29
2021,CHATHAM,M,0-19
2021,WOODLAWN,M,20-29
2021,EAST GARFIELD PARK,M,30-39
2021,EAST GARFIELD PARK,M,30-39
2021,EAST GARFIELD PARK,M,30-39
2021,AUBURN GRESHAM,M,20-29
2021,WOODLAWN,M,20-29
2021,SOUTH SHORE,M,50-59
2021,HUMBOLDT PARK,M,30-39
2021,WEST PULLMAN,M,30-39
2021,GREATER GRAND CROSSING,M,20-29
2021,LOWER WEST SIDE,M,20-29
2021,NEAR NORTH SIDE,M,30-39
2021,LOWER WEST SIDE,M,20-29
2021,SOUTH LAWNDALE,M,20-29
2021,SOUTH CHICAGO,M,0-19
2021,ENGLEWOOD,M,20-29
2021,AVALON PARK,M,30-39
2021,ROSELAND,F,0-19
2021,ENGLEWOOD,M,20-29
2021,WEST GARFIELD PARK,M,50-59
2021,WEST GARFIELD PARK,M,50-59
2021,SOUTH CHICAGO,M,20-29
2021,GREATER GRAND CROSSING,M,30-39
2021,NEW CITY,F,20-29
2021,NEW CITY,M,40-49
2021,HUMBOLDT PARK,M,20-29
2021,CHATHAM,F,0-19
2021,CHATHAM,M,20-29
2021,WEST RIDGE,M,40-49
2021,NEW CITY,M,0-19
2021,EAST GARFIELD PARK,F,40-49
2021,LOOP,M,20-29
2021,WEST GARFIELD PARK,M,0-19
2021,SOUTH SHORE,F,40-49
2021,GRAND BOULEVARD,M,0-19
2021,NORTH LAWNDALE,M,30-39
2021,NORTH LAWNDALE,M,20-29
2021,NORTH LAWNDALE,F,30-39
2021,NORTH LAWNDALE,M,40-49
2021,WOODLAWN,M,40-49
2021,WOODLAWN,M,40-49
2021,NORTH LAWNDALE,M,20-29
2021,WEST PULLMAN,M,20-29
2021,SOUTH DEERING,M,50-59
2021,SOUTH SHORE,M,30-39
2021,NORTH LAWNDALE,F,30-39
2021,NORTH LAWNDALE,M,30-39
2021,PORTAGE PARK,M,20-29
2021,LAKE VIEW,M,30-39
2021,AUSTIN,M,40-49
2021,SOUTH LAWNDALE,F,40-49
2021,ENGLEWOOD,M,20-29
2021,ROSELAND,M,0-19
2021,ROSELAND,F,0-19
2021,WEST GARFIELD PARK,M,0-19
2021,EAST GARFIELD PARK,M,0-19
2021,EAST GARFIELD PARK,M,0-19
2021,ENGLEWOOD,M,20-29
2021,ENGLEWOOD,M,20-29
